"EXP","ID","TARGET","CELLTYPE","CTRL1","CTRL2","IFCTRL","LAB"
"ENCSR000FAV","ENCFF000YOY","STAT1","K562","ENCSR000FAB","NA",false,"Sherman Weissman, Yale"
"ENCSR000FAW","ENCFF000YPU","POLR2A","K562","ENCSR000FBA","NA",false,"Sherman Weissman, Yale"
"ENCSR000FAW","ENCFF000YPW","POLR2A","K562","ENCSR000FBA","NA",false,"Sherman Weissman, Yale"
"ENCSR000FAX","ENCFF000YPE","POLR2A","K562","ENCSR000FAA","NA",false,"Sherman Weissman, Yale"
"ENCSR000FAX","ENCFF000YPG","POLR2A","K562","ENCSR000FAA","NA",false,"Sherman Weissman, Yale"
"ENCSR000FAY","ENCFF000YOS","POLR2A","K562","ENCSR000FAB","NA",false,"Sherman Weissman, Yale"
"ENCSR000FAY","ENCFF000YOU","POLR2A","K562","ENCSR000FAB","NA",false,"Sherman Weissman, Yale"
"ENCSR000FAZ","ENCFF000YOR","MYC","K562","ENCSR000FAB","NA",false,"Sherman Weissman, Yale"
"ENCSR000FAZ","ENCFF000YOT","MYC","K562","ENCSR000FAB","NA",false,"Sherman Weissman, Yale"
"ENCSR000FBA","ENCFF000YPZ","Control","K562","NA","NA",true,"Sherman Weissman, Yale"
"ENCSR000FBB","ENCFF000YPM","Control","K562","NA","NA",true,"Sherman Weissman, Yale"
"ENCSR000FBC","ENCFF000YPH","STAT2","K562","ENCSR000FAA","NA",false,"Sherman Weissman, Yale"
"ENCSR000FBC","ENCFF000YPK","STAT2","K562","ENCSR000FAA","NA",false,"Sherman Weissman, Yale"
"ENCSR000FCA","ENCFF001RVO","Control","K562","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000FCB","ENCFF001RUH","MITF","K562","ENCSR824WND","ENCSR000FCA",false,"Richard Myers, HAIB"
"ENCSR000FCB","ENCFF001RUI","MITF","K562","ENCSR824WND","ENCSR000FCA",false,"Richard Myers, HAIB"
"ENCSR000FCC","ENCFF001RUJ","NFE2","K562","ENCSR824WND","ENCSR000FCA",false,"Richard Myers, HAIB"
"ENCSR000FCC","ENCFF001RUN","NFE2","K562","ENCSR824WND","ENCSR000FCA",false,"Richard Myers, HAIB"
"ENCSR000FCD","ENCFF001RUL","SMAD5","K562","ENCSR896JFO","ENCSR000FCA",false,"Richard Myers, HAIB"
"ENCSR000FCD","ENCFF001RUM","SMAD5","K562","ENCSR896JFO","ENCSR000FCA",false,"Richard Myers, HAIB"
"ENCSR000FCE","ENCFF001RUQ","ETV6","K562","ENCSR830KKO","ENCSR000FCA",false,"Richard Myers, HAIB"
"ENCSR000FCE","ENCFF001RUK","ETV6","K562","ENCSR830KKO","ENCSR000FCA",false,"Richard Myers, HAIB"
"ENCSR000FCF","ENCFF001RUO","TCF4","K562","ENCSR000FCA","ENCSR830KKO",false,"Richard Myers, HAIB"
"ENCSR000FCF","ENCFF001RUP","TCF4","K562","ENCSR000FCA","ENCSR830KKO",false,"Richard Myers, HAIB"
"ENCSR000FCG","ENCFF002AAV","H3K4me1","HEK293","ENCSR000EVA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCG","ENCFF002AAW","H3K4me1","HEK293","ENCSR000EVA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCH","ENCFF002AAY","H3K27ac","HEK293","ENCSR000EVA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCH","ENCFF002ABA","H3K27ac","HEK293","ENCSR000EVA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCH","ENCFF002ABC","H3K27ac","HEK293","ENCSR000EVA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCI","ENCFF002AAQ","ZNF274","HEK293","ENCSR000EVA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCI","ENCFF002AAT","ZNF274","HEK293","ENCSR000EVA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCJ","ENCFF002AAX","H3K9me3","HEK293","ENCSR000EVA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCJ","ENCFF002AAZ","H3K9me3","HEK293","ENCSR000EVA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCK","ENCFF002ABD","H3K36me3","HEK293","ENCSR000EVA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCK","ENCFF002ABE","H3K36me3","HEK293","ENCSR000EVA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCL","ENCFF002AAR","H3K4me3","GM08714","ENCSR000EUH","NA",false,"Peggy Farnham, USC"
"ENCSR000FCL","ENCFF002AAS","H3K4me3","GM08714","ENCSR000EUH","NA",false,"Peggy Farnham, USC"
"ENCSR000FCM","ENCFF002AAE","H3K36me3","Panc1","ENCSR000EXM","NA",false,"Peggy Farnham, USC"
"ENCSR000FCM","ENCFF002AAF","H3K36me3","Panc1","ENCSR000EXM","NA",false,"Peggy Farnham, USC"
"ENCSR000FCN","ENCFF002AAG","H3K9me3","Panc1","ENCSR000EXM","NA",false,"Peggy Farnham, USC"
"ENCSR000FCN","ENCFF002AAH","H3K9me3","Panc1","ENCSR000EXM","NA",false,"Peggy Farnham, USC"
"ENCSR000FCO","ENCFF002AAI","H3K27me3","Panc1","ENCSR000EXM","NA",false,"Peggy Farnham, USC"
"ENCSR000FCO","ENCFF002AAJ","H3K27me3","Panc1","ENCSR000EXM","NA",false,"Peggy Farnham, USC"
"ENCSR000FCP","ENCFF002AAK","H3K9me3","HCT116","ENCSR000EUX","NA",false,"Peggy Farnham, USC"
"ENCSR000FCP","ENCFF002AAM","H3K9me3","HCT116","ENCSR000EUX","NA",false,"Peggy Farnham, USC"
"ENCSR000FCQ","ENCFF002AAN","H3K36me3","HCT116","ENCSR000EUX","NA",false,"Peggy Farnham, USC"
"ENCSR000FCQ","ENCFF002AAO","H3K36me3","HCT116","ENCSR000EUX","NA",false,"Peggy Farnham, USC"
"ENCSR000FCR","ENCFF002ABF","H3K4me1","SK-N-SH","ENCSR000FDA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCR","ENCFF002ABG","H3K4me1","SK-N-SH","ENCSR000FDA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCS","ENCFF002ABH","H3K4me3","SK-N-SH","ENCSR000FDA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCS","ENCFF002ABK","H3K4me3","SK-N-SH","ENCSR000FDA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCT","ENCFF002ABI","H3K9me3","SK-N-SH","ENCSR000FDA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCT","ENCFF002ABJ","H3K9me3","SK-N-SH","ENCSR000FDA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCU","ENCFF002ABL","H3K27ac","SK-N-SH","ENCSR000FDA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCU","ENCFF002ABN","H3K27ac","SK-N-SH","ENCSR000FDA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCV","ENCFF002ABP","H3K36me3","SK-N-SH","ENCSR000FDA","NA",false,"Peggy Farnham, USC"
"ENCSR000FCV","ENCFF002ABQ","H3K36me3","SK-N-SH","ENCSR000FDA","NA",false,"Peggy Farnham, USC"
"ENCSR000FDA","ENCFF002ABM","Control","SK-N-SH","NA","NA",true,"Peggy Farnham, USC"
"ENCSR000FDA","ENCFF002ABO","Control","SK-N-SH","NA","NA",true,"Peggy Farnham, USC"
"ENCSR005SXO","ENCFF002ATI","H3K4me3","Oci-Ly-7","ENCSR063AUO","NA",false,"Bradley Bernstein, Broad"
"ENCSR005SXO","ENCFF002BBI","H3K4me3","Oci-Ly-7","ENCSR063AUO","NA",false,"Bradley Bernstein, Broad"
"ENCSR009MBP","ENCFF002EAM","HSF1","GM12878","ENCSR553NUG","NA",false,"Michael Snyder, Stanford"
"ENCSR009MBP","ENCFF002EAU","HSF1","GM12878","ENCSR553NUG","NA",false,"Michael Snyder, Stanford"
"ENCSR010KFT","ENCFF002EAX","NONO","K562","ENCSR080EOT","NA",false,"Michael Snyder, Stanford"
"ENCSR010KFT","ENCFF002EBA","NONO","K562","ENCSR080EOT","NA",false,"Michael Snyder, Stanford"
"ENCSR016UEH","ENCFF002BFQ","TARDBP","GM12878","ENCSR596QDC","ENCSR237VSG",false,"Richard Myers, HAIB"
"ENCSR016UEH","ENCFF002BFR","TARDBP","GM12878","ENCSR596QDC","ENCSR237VSG",false,"Richard Myers, HAIB"
"ENCSR018LUP","ENCFF002AZP","H3K9me2","SUDHL6","ENCSR179YLS","NA",false,"Bradley Bernstein, Broad"
"ENCSR018LUP","ENCFF002BBS","H3K9me2","SUDHL6","ENCSR179YLS","NA",false,"Bradley Bernstein, Broad"
"ENCSR027HML","ENCFF002AVL","CTCF","Oci-Ly-7","ENCSR063AUO","NA",false,"Bradley Bernstein, Broad"
"ENCSR027HML","ENCFF002AVW","CTCF","Oci-Ly-7","ENCSR063AUO","NA",false,"Bradley Bernstein, Broad"
"ENCSR036KFJ","ENCFF002ASQ","H3K4me1","Loucy","ENCSR648HLP","NA",false,"Bradley Bernstein, Broad"
"ENCSR036KFJ","ENCFF002ATU","H3K4me1","Loucy","ENCSR648HLP","NA",false,"Bradley Bernstein, Broad"
"ENCSR038DJJ","ENCFF002EBF","SMAD1","K562","ENCSR080EOT","NA",false,"Michael Snyder, Stanford"
"ENCSR038DJJ","ENCFF002EBM","SMAD1","K562","ENCSR080EOT","NA",false,"Michael Snyder, Stanford"
"ENCSR043EHG","ENCFF002DZO","BACH1","A549","ENCSR949BZP","NA",false,"Michael Snyder, Stanford"
"ENCSR043EHG","ENCFF002DZQ","BACH1","A549","ENCSR949BZP","NA",false,"Michael Snyder, Stanford"
"ENCSR045HLL","ENCFF002AUW","H3K4me2","neural cell","ENCSR308JFE","NA",false,"Bradley Bernstein, Broad"
"ENCSR045HLL","ENCFF002AUC","H3K4me2","neural cell","ENCSR308JFE","NA",false,"Bradley Bernstein, Broad"
"ENCSR045HLL","ENCFF002AUZ","H3K4me2","neural cell","ENCSR308JFE","NA",false,"Bradley Bernstein, Broad"
"ENCSR049KIZ","ENCFF002EDU","CUX1","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR049KIZ","ENCFF002EDX","CUX1","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR052WRV","ENCFF002BAK","H3K4me3","DOHH2","ENCSR742WWB","NA",false,"Bradley Bernstein, Broad"
"ENCSR052WRV","ENCFF002BBU","H3K4me3","DOHH2","ENCSR742WWB","NA",false,"Bradley Bernstein, Broad"
"ENCSR058SHN","ENCFF002BAC","H3K9ac","Karpas-422","ENCSR367UDO","NA",false,"Bradley Bernstein, Broad"
"ENCSR058SHN","ENCFF002BAP","H3K9ac","Karpas-422","ENCSR367UDO","NA",false,"Bradley Bernstein, Broad"
"ENCSR059MVB","ENCFF002AZR","H3K27ac","ACC112","ENCSR836XKP","NA",false,"Bradley Bernstein, Broad"
"ENCSR059MVB","ENCFF002AWN","H3K27ac","ACC112","ENCSR836XKP","NA",false,"Bradley Bernstein, Broad"
"ENCSR059MVB","ENCFF002AYM","H3K27ac","ACC112","ENCSR836XKP","NA",false,"Bradley Bernstein, Broad"
"ENCSR060WGK","ENCFF002ATJ","H3K4me1","Oci-Ly-7","ENCSR063AUO","NA",false,"Bradley Bernstein, Broad"
"ENCSR060WGK","ENCFF002AXO","H3K4me1","Oci-Ly-7","ENCSR063AUO","NA",false,"Bradley Bernstein, Broad"
"ENCSR062HDL","ENCFF002DPN","HSF1","MCF-7","ENCSR217LRF","ENCSR594UCI",false,"Michael Snyder, Stanford"
"ENCSR062HDL","ENCFF002DPU","HSF1","MCF-7","ENCSR217LRF","ENCSR594UCI",false,"Michael Snyder, Stanford"
"ENCSR062HDL","ENCFF002EGL","HSF1","MCF-7","ENCSR217LRF","ENCSR594UCI",false,"Michael Snyder, Stanford"
"ENCSR062HDL","ENCFF002EGT","HSF1","MCF-7","ENCSR217LRF","ENCSR594UCI",false,"Michael Snyder, Stanford"
"ENCSR063AUO","ENCFF002BAV","Control","Oci-Ly-7","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR063AUO","ENCFF002AVJ","Control","Oci-Ly-7","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR063AUO","ENCFF002AYG","Control","Oci-Ly-7","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR063AUO","ENCFF002BAA","Control","Oci-Ly-7","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR063AUO","ENCFF002BCA","Control","Oci-Ly-7","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR064LJN","ENCFF002EIY","RFX5","A549","ENCSR610YRT","ENCSR871XML",false,"Michael Snyder, Stanford"
"ENCSR064LJN","ENCFF002EJA","RFX5","A549","ENCSR610YRT","ENCSR871XML",false,"Michael Snyder, Stanford"
"ENCSR064LJN","ENCFF002EJG","RFX5","A549","ENCSR610YRT","ENCSR871XML",false,"Michael Snyder, Stanford"
"ENCSR064LJN","ENCFF002EJJ","RFX5","A549","ENCSR610YRT","ENCSR871XML",false,"Michael Snyder, Stanford"
"ENCSR067HGI","ENCFF002DZW","CHD2","A549","ENCSR949BZP","NA",false,"Michael Snyder, Stanford"
"ENCSR067HGI","ENCFF002DZX","CHD2","A549","ENCSR949BZP","NA",false,"Michael Snyder, Stanford"
"ENCSR076JBA","ENCFF002AYF","H3K9ac","Oci-Ly-1","ENCSR569IIN","NA",false,"Bradley Bernstein, Broad"
"ENCSR076JBA","ENCFF002AVE","H3K9ac","Oci-Ly-1","ENCSR569IIN","NA",false,"Bradley Bernstein, Broad"
"ENCSR076JBA","ENCFF002BCF","H3K9ac","Oci-Ly-1","ENCSR569IIN","NA",false,"Bradley Bernstein, Broad"
"ENCSR076NBJ","ENCFF002AWI","H3K79me2","neural cell","ENCSR308JFE","NA",false,"Bradley Bernstein, Broad"
"ENCSR076NBJ","ENCFF002AZD","H3K79me2","neural cell","ENCSR308JFE","NA",false,"Bradley Bernstein, Broad"
"ENCSR077DKV","ENCFF002BFI","CREM","K562","ENCSR000FCA","ENCSR599SPN",false,"Richard Myers, HAIB"
"ENCSR077DKV","ENCFF002BFJ","CREM","K562","ENCSR000FCA","ENCSR599SPN",false,"Richard Myers, HAIB"
"ENCSR080EOT","ENCFF002ECS","Control","K562","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR080EOT","ENCFF002ECW","Control","K562","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR084RDK","ENCFF002AUH","CTCF","DOHH2","ENCSR742WWB","NA",false,"Bradley Bernstein, Broad"
"ENCSR084RDK","ENCFF002AWX","CTCF","DOHH2","ENCSR742WWB","NA",false,"Bradley Bernstein, Broad"
"ENCSR090TRI","ENCFF002AWR","EZH2","SUDHL6","ENCSR179YLS","NA",false,"Bradley Bernstein, Broad"
"ENCSR090TRI","ENCFF002AWT","EZH2","SUDHL6","ENCSR179YLS","NA",false,"Bradley Bernstein, Broad"
"ENCSR101FJM","ENCFF002AAP","ZNF274","HCT116","ENCSR000EUX","NA",false,"Peggy Farnham, USC"
"ENCSR101FJM","ENCFF002AAU","ZNF274","HCT116","ENCSR000EUX","NA",false,"Peggy Farnham, USC"
"ENCSR101FJS","ENCFF001YXI","TBL1XR1","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR101FJS","ENCFF001YXJ","TBL1XR1","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR101FJT","ENCFF001YXF","ZNF143","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR101FJT","ENCFF001YXH","ZNF143","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR101FJU","ENCFF001YXD","ZNF384","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR101FJU","ENCFF001YXE","ZNF384","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR109YGM","ENCFF002EIN","CREB3L1","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR109YGM","ENCFF002EIQ","CREB3L1","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR109YGM","ENCFF002EIS","CREB3L1","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR109YGM","ENCFF002EIT","CREB3L1","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR111HAT","ENCFF002EBE","NONO","K562","ENCSR080EOT","NA",false,"Michael Snyder, Stanford"
"ENCSR111HAT","ENCFF002EBH","NONO","K562","ENCSR080EOT","NA",false,"Michael Snyder, Stanford"
"ENCSR113REG","ENCFF002AYV","CTCF","Karpas-422","ENCSR367UDO","NA",false,"Bradley Bernstein, Broad"
"ENCSR113REG","ENCFF002BAZ","CTCF","Karpas-422","ENCSR367UDO","NA",false,"Bradley Bernstein, Broad"
"ENCSR114GLZ","ENCFF002AYH","H3K9ac","SUDHL6","ENCSR179YLS","NA",false,"Bradley Bernstein, Broad"
"ENCSR114GLZ","ENCFF002BAH","H3K9ac","SUDHL6","ENCSR179YLS","NA",false,"Bradley Bernstein, Broad"
"ENCSR116HGL","ENCFF000RNJ","Control","colon","NA","NA",true,"Vishwanath Iyer, UTA"
"ENCSR116TFA","ENCFF002EAD","NR3C1","A549","ENCSR949BZP","NA",false,"Michael Snyder, Stanford"
"ENCSR116TFA","ENCFF002EAG","NR3C1","A549","ENCSR949BZP","NA",false,"Michael Snyder, Stanford"
"ENCSR117KWH","ENCFF002DOM","ZNF207","GM12878","ENCSR398JTO","ENCSR865AXS",false,"Michael Snyder, Stanford"
"ENCSR117KWH","ENCFF002DOQ","ZNF207","GM12878","ENCSR398JTO","ENCSR865AXS",false,"Michael Snyder, Stanford"
"ENCSR117KWH","ENCFF002EHO","ZNF207","GM12878","ENCSR398JTO","ENCSR865AXS",false,"Michael Snyder, Stanford"
"ENCSR117KWH","ENCFF002EHP","ZNF207","GM12878","ENCSR398JTO","ENCSR865AXS",false,"Michael Snyder, Stanford"
"ENCSR121CWV","ENCFF002EEZ","Control","HepG2","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR121CWV","ENCFF002EFB","Control","HepG2","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR121CWV","ENCFF002EFC","Control","HepG2","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR121CWV","ENCFF002EFE","Control","HepG2","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR124BJR","ENCFF002EEB","ETV6","K562","ENCSR080EOT","NA",false,"Michael Snyder, Stanford"
"ENCSR124BJR","ENCFF002EEK","ETV6","K562","ENCSR080EOT","NA",false,"Michael Snyder, Stanford"
"ENCSR124VOE","ENCFF002AZH","H3K27ac","neural cell","ENCSR308JFE","NA",false,"Bradley Bernstein, Broad"
"ENCSR124VOE","ENCFF002AZW","H3K27ac","neural cell","ENCSR308JFE","NA",false,"Bradley Bernstein, Broad"
"ENCSR125DKL","ENCFF002ACW","CTCF","SUDHL6","ENCSR179YLS","NA",false,"Bradley Bernstein, Broad"
"ENCSR125DKL","ENCFF002BBJ","CTCF","SUDHL6","ENCSR179YLS","NA",false,"Bradley Bernstein, Broad"
"ENCSR137ZMQ","ENCFF002EIZ","REST","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR137ZMQ","ENCFF002EJC","REST","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR137ZMQ","ENCFF002EJE","REST","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR137ZMQ","ENCFF002EJH","REST","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR138FUZ","ENCFF002EBI","RNF2","K562","ENCSR080EOT","NA",false,"Michael Snyder, Stanford"
"ENCSR138FUZ","ENCFF002EBK","RNF2","K562","ENCSR080EOT","NA",false,"Michael Snyder, Stanford"
"ENCSR140DSL","ENCFF002EDF","MAFF","HeLa-S3","ENCSR580ECR","NA",false,"Michael Snyder, Stanford"
"ENCSR140DSL","ENCFF002EDH","MAFF","HeLa-S3","ENCSR580ECR","NA",false,"Michael Snyder, Stanford"
"ENCSR157CAU","ENCFF002EEG","ZKSCAN1","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR157CAU","ENCFF002EEH","ZKSCAN1","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR159CDJ","ENCFF002AUK","H4K20me1","Karpas-422","ENCSR367UDO","NA",false,"Bradley Bernstein, Broad"
"ENCSR159CDJ","ENCFF002BAD","H4K20me1","Karpas-422","ENCSR367UDO","NA",false,"Bradley Bernstein, Broad"
"ENCSR165LOF","ENCFF002ATT","H3K4me2","Loucy","ENCSR648HLP","NA",false,"Bradley Bernstein, Broad"
"ENCSR165LOF","ENCFF002AYL","H3K4me2","Loucy","ENCSR648HLP","NA",false,"Bradley Bernstein, Broad"
"ENCSR173USI","ENCFF002EFA","Control","K562","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR173USI","ENCFF002EFD","Control","K562","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR173USI","ENCFF002EFF","Control","K562","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR173USI","ENCFF002EFH","Control","K562","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR176EXN","ENCFF002DPK","JUN","MCF-7","ENCSR217LRF","ENCSR594UCI",false,"Michael Snyder, Stanford"
"ENCSR176EXN","ENCFF002DPR","JUN","MCF-7","ENCSR217LRF","ENCSR594UCI",false,"Michael Snyder, Stanford"
"ENCSR176EXN","ENCFF002DUD","JUN","MCF-7","ENCSR217LRF","ENCSR594UCI",false,"Michael Snyder, Stanford"
"ENCSR176EXN","ENCFF002EGN","JUN","MCF-7","ENCSR217LRF","ENCSR594UCI",false,"Michael Snyder, Stanford"
"ENCSR177HDZ","ENCFF002EDT","FOS","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR177HDZ","ENCFF002EDV","FOS","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR179YLS","ENCFF002AVH","Control","SUDHL6","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR179YLS","ENCFF002AZO","Control","SUDHL6","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR180NCY","ENCFF002DPC","MTA3","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR180NCY","ENCFF002DPG","MTA3","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR180NCY","ENCFF002DTZ","MTA3","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR180NCY","ENCFF002EFW","MTA3","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR183CQK","ENCFF002AVU","H3K27me3","Loucy","ENCSR648HLP","NA",false,"Bradley Bernstein, Broad"
"ENCSR183CQK","ENCFF002AXC","H3K27me3","Loucy","ENCSR648HLP","NA",false,"Bradley Bernstein, Broad"
"ENCSR184MFH","ENCFF002EDD","ZFP36","HeLa-S3","ENCSR580ECR","NA",false,"Michael Snyder, Stanford"
"ENCSR184MFH","ENCFF002EDL","ZFP36","HeLa-S3","ENCSR580ECR","NA",false,"Michael Snyder, Stanford"
"ENCSR184QUS","ENCFF002ATO","H3K4me1","Oci-Ly-1","ENCSR569IIN","NA",false,"Bradley Bernstein, Broad"
"ENCSR184QUS","ENCFF002AVR","H3K4me1","Oci-Ly-1","ENCSR569IIN","NA",false,"Bradley Bernstein, Broad"
"ENCSR189AGR","ENCFF002ADA","H3K9me3","Oci-Ly-1","ENCSR569IIN","NA",false,"Bradley Bernstein, Broad"
"ENCSR189AGR","ENCFF002AVD","H3K9me3","Oci-Ly-1","ENCSR569IIN","NA",false,"Bradley Bernstein, Broad"
"ENCSR189PYJ","ENCFF002EBP","SMAD2","K562","ENCSR080EOT","NA",false,"Michael Snyder, Stanford"
"ENCSR189PYJ","ENCFF002EBV","SMAD2","K562","ENCSR080EOT","NA",false,"Michael Snyder, Stanford"
"ENCSR198ZYJ","ENCFF002DTV","RAD21","neural cell","ENCSR634PYN","ENCSR232SJR",false,"Michael Snyder, Stanford"
"ENCSR198ZYJ","ENCFF002EHT","RAD21","neural cell","ENCSR634PYN","ENCSR232SJR",false,"Michael Snyder, Stanford"
"ENCSR198ZYJ","ENCFF002EHV","RAD21","neural cell","ENCSR634PYN","ENCSR232SJR",false,"Michael Snyder, Stanford"
"ENCSR198ZYJ","ENCFF002EHX","RAD21","neural cell","ENCSR634PYN","ENCSR232SJR",false,"Michael Snyder, Stanford"
"ENCSR217LRF","ENCFF002DTS","Control","MCF-7","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR217LRF","ENCFF002DTU","Control","MCF-7","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR217LRF","ENCFF002EFG","Control","MCF-7","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR217LRF","ENCFF002EFI","Control","MCF-7","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR219NRT","ENCFF002EAR","GTF2F1","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR219NRT","ENCFF002EAV","GTF2F1","HepG2","ENCSR613TDP","NA",false,"Michael Snyder, Stanford"
"ENCSR224IKA","ENCFF002BFU","TFDP1","K562","ENCSR599SPN","ENCSR996HUG",false,"Richard Myers, HAIB"
"ENCSR224IKA","ENCFF002BFV","TFDP1","K562","ENCSR599SPN","ENCSR996HUG",false,"Richard Myers, HAIB"
"ENCSR232SJR","ENCFF002EHH","rabbit-IgG-control","neural cell","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR232SJR","ENCFF002EHN","rabbit-IgG-control","neural cell","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR232SJR","ENCFF002EHU","rabbit-IgG-control","neural cell","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR232SJR","ENCFF002EHW","rabbit-IgG-control","neural cell","NA","NA",true,"Michael Snyder, Stanford"
"ENCSR237VSG","ENCFF002BFZ","Control","GM12878","NA","NA",true,"Richard Myers, HAIB"
"ENCSR237YZZ","ENCFF002EBQ","MAFF","GM12878","ENCSR553NUG","NA",false,"Michael Snyder, Stanford"
"ENCSR237YZZ","ENCFF002EBR","MAFF","GM12878","ENCSR553NUG","NA",false,"Michael Snyder, Stanford"
"ENCSR243AIS","ENCFF002ACU","H3K36me3","Oci-Ly-7","ENCSR063AUO","NA",false,"Bradley Bernstein, Broad"
"ENCSR243AIS","ENCFF002ATL","H3K36me3","Oci-Ly-7","ENCSR063AUO","NA",false,"Bradley Bernstein, Broad"
"ENCSR272JAT","ENCFF002BEY","CBX5","K562","ENCSR000FCA","ENCSR599SPN",false,"Richard Myers, HAIB"
"ENCSR272JAT","ENCFF002BEZ","CBX5","K562","ENCSR000FCA","ENCSR599SPN",false,"Richard Myers, HAIB"
"ENCSR274CGK","ENCFF002DPE","PAX8","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR274CGK","ENCFF002DPI","PAX8","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR274CGK","ENCFF002EGG","PAX8","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR274CGK","ENCFF002EGH","PAX8","K562","ENCSR173USI","ENCSR554FDZ",false,"Michael Snyder, Stanford"
"ENCSR277OOQ","ENCFF002EJM","ZC3H11A","A549","ENCSR610YRT","ENCSR871XML",false,"Michael Snyder, Stanford"
